movieId,title,genres
126024,En rachâchant (1982),(no genres listed)
166695,The Untold Story of Emmett Louis Till (2005),Documentary
140084,Kaiji: The Ultimate Gambler (2009),Drama|Thriller
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",Comedy|Drama|Romance
148138,Dalle Ardenne all'inferno (1967),(no genres listed)
133600,The Murder Man (1935),Crime|Drama|Romance|Thriller
122811,The Last Flight (1931),(no genres listed)
202229,Wild Nights with Emily (2019),Comedy|Drama
2366,King Kong (1933),Action|Adventure|Fantasy|Horror
3913,Barenaked in America (1999),Documentary
156986,Dr. Gillespie's Criminal Case (1943),Drama
192445,Red Peony Gambler: Second Generation Ceremony (1969),Action|Drama
31983,"Sicilian Clan, The (Clan des Siciliens, Le) (1969)",Crime|Drama
193177,Djon África (2018),Crime|Drama
171473,The Diary of Ellen Rimbauer (2003),Drama|Horror|Mystery|Thriller
135424,Bitter Dream (2004),Comedy|Drama
176143,Cinderella (2012),Comedy|Romance
177133,Beyond Glory (2015),War
202880,Elisa & Marcela (2019),Drama
78719,Ashes and Blood (2009),Drama
27695,Nicotina (2003),Action|Comedy|Drama
52967,Away from Her (2006),Drama
141954,Pod (2015),Horror|Mystery|Thriller
141309,Street Kings 2: Motor City (2011),Crime|Drama|Thriller
79519,Trans-Europ-Express (1966),Thriller
200148,The Knight of Shadows: Between Yin and Yang (2019),Action|Fantasy
172789,Lovey-Dovey (2007),Comedy|Fantasy
142687,Don't Knock the Twist (1962),(no genres listed)
7872,Getting It Right (1989),Comedy|Drama
144626,Northern Limit Line (2015),Drama|War
171865,The Patrol (2013),Drama|War
125037,The Gay Sisters (1942),Drama|Romance
764,Heavy (1995),Drama|Romance
126797,The Distance (2014),(no genres listed)
4614,Kickboxer (1989),Action
200626,Blondie Hits the Jackpot (1949),Comedy
5025,Orange County (2002),Comedy
196959,I Am JFK Jr. (2016),(no genres listed)
43967,Bongwater (1997),Comedy|Romance
199544,No Witness (2004),Thriller
178079,Anand (1971),Drama
8486,Bachelor Mother (1939),Comedy|Romance
162326,Porto (2016),(no genres listed)
156617,The Roman Spring of Mrs. Stone (2003),Drama
201304,Stockholm (2019),Crime|Drama
202531,The Last Resort (2018),Documentary
141990,Wildeye (2015),(no genres listed)
165299,All She Wants for Christmas (2006),Comedy|Drama|Romance
137630,The Future Is Woman (1984),Drama
1730,Kundun (1997),Drama
74284,Nobody (2009),Comedy
201222,Scream for Help (1984),Crime|Horror|Mystery|Thriller
6230,Bang the Drum Slowly (1973),Drama
144498,Coming Soon (2008),Horror|Thriller
131751,Cheatin' (2013),Animation
192025,Bottle Rocket (1994),Comedy|Crime
86768,Night and Day (Bam gua nat) (2008),Drama
97968,Gallowwalkers (2012),Action|Horror|Sci-Fi|Western
92023,"Las Vegas Story, The (1952)",Crime|Drama|Film-Noir
158852,Louis Theroux: The Ultra Zionists (2011),Documentary
87392,"Working Class Goes to Heaven, The (a.k.a. Lulu the Tool) (La classe operaia va in paradiso) (1971)",Drama
43744,Imagine Me & You (2005),Comedy|Drama|Romance
163302,La vie très privée de monsieur Sim (2015),Comedy|Drama
3276,Gun Shy (2000),Comedy
193775,La tour 2 contrôle infernale (2016),Comedy
25783,Doctor X (1932),Horror|Thriller
171045,Holy Tongue (2000),Comedy
111540,Man Friday (1975),Adventure|Drama
91626,Faces in the Crowd (2011),Crime|Drama|Mystery
150542,Lava Kusa-The Warrior Twins (2010),Animation
200790,Goldeneye (1989),Drama
131850,Killing Jesus (2015),Drama
163272,The Falcon Takes Over (1942),Crime|Mystery
159293,Vendetta (2012),Action
103162,"6 Month Rule (Six Month Rule, The) (2011)",Comedy
123571,Jim Jefferies: Alcoholocaust (2010),Comedy
33380,25 Watts (2001),Comedy|Drama
145698,Baby Love (1979),(no genres listed)
180149,About Love (2015),Comedy|Drama|Romance
4274,Cleopatra (1963),Drama|Romance
140263,Milk? (2012),Documentary
32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",Action|Adventure|Fantasy|Sci-Fi
1149,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),Documentary|Drama
149110,The Priests (2015),Crime|Drama|Mystery|Thriller
144270,Preggoland (2015),Comedy|Drama
8701,Dr. Jekyll and Ms. Hyde (1995),Comedy|Horror
93132,Seven Days in Utopia (2011),Drama
206785,Deadly Signal (2016),Crime|Drama|Horror|Mystery|Sci-Fi|Thriller
59418,"American Crime, An (2007)",Crime
5755,Happy Birthday to Me (1981),Horror|Mystery
139797,Smosh: The Movie (2015),Action|Adventure|Comedy
196737,My Effortless Brilliance (2008),Comedy|Drama
185895,The Pill (1972),Drama|Fantasy
166777,The Greasy Strangler (2016),Comedy|Horror|Thriller
173231,III (2015),Drama|Horror|Thriller
115463,"Dance Party, USA (2006)",Drama
112635,Tilt (1979),Drama
71709,Yellow Earth (Huang tu di) (1984),Drama
6260,"Robe, The (1953)",Drama
140856,Inner Demons (2014),Horror|Thriller
150280,Plague (2014),Drama|Horror
169044,Boys Love Gekijouban (2007),Drama
196145,Jordan (2010),(no genres listed)
185411,Katt Williams: Great America (2018),Comedy
145040,Self Made (2014),(no genres listed)
7174,Teacher's Pet (2004),Animation|Children
84621,Mirrors 2 (2010),Horror|Mystery|Thriller
172017,Hatred (2016),Drama|War
208201,Freshwater (2016),Horror|Thriller
134627,"Arabella, the pirate's daughter (1983)",(no genres listed)
151214,Witchcraft (1989),Horror
195909,Strange Colours (2017),Drama
26388,"Hound of the Baskervilles, The (1978)",Comedy|Crime|Mystery
61348,Disaster Movie (2008),Comedy
3026,Slaughterhouse (1987),Comedy|Horror
198545,The Heifer (1985),Comedy|War
204838,Derren Brown: The Great Art Robbery (2013),Documentary
89305,"Inbetweeners Movie, The (2011)",Adventure|Comedy
130580,The Disappearance of Eleanor Rigby: Her (2013),Drama
119208,Big Brown Eyes (1936),Comedy|Mystery
27776,Red Lights (Feux rouges) (2004),Drama
142466,Mean Frank and Crazy Tony (1973),Comedy|Crime
8732,"Belly of an Architect, The (1987)",Drama
162216,Hacking Democracy (2006),Crime|Documentary
69358,American Violet (2008),Drama
203857,They Made Me a Killer (1946),Drama|Thriller
200240,System Error (2018),Documentary
169276,As I Open My Eyes (2015),Drama
200520,Microhabitat (2018),Drama|Romance
134785,London Road (2015),Adventure|Mystery|Thriller
89219,"Creation of the Humanoids, The (1962)",Sci-Fi
4342,Big Eden (2000),Drama|Romance
134362,Curse of the Witching Tree (2015),Horror
140265,George Carlin: Jammin' in New York (1992),Comedy
139215,Fountainhead (1956),Drama
124425,"Don't Raise the Bridge, Lower the River (1968)",Comedy
113751,"Birder's Guide to Everything, A (2013)",Comedy
26378,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),Horror|Mystery|Thriller
69453,"Land That Time Forgot, The (1975)",Adventure|Sci-Fi
149352,Daddy's Home (2015),Comedy
86770,Porto of My Childhood (Porto da Minha Infância) (2001),Drama
175099,Amelia's 25th (2013),Comedy|Romance
131670,Puberty Blues (1981),Comedy|Drama
25881,Gentleman Jim (1942),Comedy|Drama|Romance
203397,Jo Koy: Comin’ In Hot (2019),Comedy
167378,Greater (2016),Children|Drama
8638,Before Sunset (2004),Drama|Romance
26889,Blood & Donuts (1995),Comedy|Horror
156958,Young Girls of Wilko (1979),Drama|Romance
90609,Camouflage (Barwy ochronne) (1977),Comedy|Drama
32151,It Happened to Jane (1959),Comedy
131146,Werner - Volles Rooäää (1999),Animation|Comedy
46367,"Public Eye, The (1992)",Crime|Thriller
145086,Just the Vampire Hunter (2012),Action|Horror
190827,Erasing  Eden (2016),Drama
182413,Tu mi turbi (1983),Comedy
99043,Trishna (2011),Drama
120380,The Fountain (1989),Comedy
163905,Love me! (2014),Comedy|Drama
42602,"Boys of Baraka, The (2005)",Documentary
161,Crimson Tide (1995),Drama|Thriller|War
91605,Shit Year (2010),Drama
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi
149532,Marco Polo: One Hundred Eyes (2015),(no genres listed)
203036,Twenty One Points (2018),Animation|Comedy
206145,Mon Amour Mon Parapluie (2001),Comedy
2633,"Mummy, The (1932)",Horror|Romance
147454,Aleksandr's Price (2013),Drama|Mystery|Thriller
91997,"Garden of Eden, The (2008)",Drama
123783,The Courage to Love (2000),Drama|Romance
170603,"Bad, Black & Beautiful (1975)",Action
61628,Sunflower (Xiang ri kui) (2005),Drama
183757,For Hire (1999),Thriller
122017,The Hardys Ride High (1939),Comedy
179211,Christina P: Mother Inferior (2017),Comedy
5832,Left Behind II: Tribulation Force (2002),Drama
136604,#1 Cheerleader Camp (2010),Comedy|Drama
200574,The Student (2017),Thriller
131076,Süperseks (2004),Comedy
169432,Emily & Tim (2015),Drama
2335,"Waterboy, The (1998)",Comedy
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
130213,Scandalous (1984),Comedy
205357,For My Brother (2014),Drama
159022,Marching to Zion (2015),Documentary
149883,Cinderella (2000),(no genres listed)
3547,Prick Up Your Ears (1987),Comedy|Drama
182205,Mother Pluto (1936),Animation
89969,"Legend of Suram Fortress, The (Ambavi Suramis tsikhitsa) (1986)",Drama
139665,Out of Reach (2013),(no genres listed)
3897,Almost Famous (2000),Drama
25864,"Edison, the Man (1940)",Drama
6273,In a Lonely Place (1950),Drama|Film-Noir|Mystery|Romance
6041,Amen. (2002),Drama
203238,Deconstructing the Beatles' White Album (2016),Documentary
153947,Swamp Zombies!!! (2005),Horror
150194,Quo vado? (2016),Comedy
102248,Holy Flame of the Martial World (1983),Adventure|Comedy|Fantasy
39183,Brokeback Mountain (2005),Drama|Romance
156487,Bowery Bombshell (1946),Comedy
44204,Tsotsi (2005),Crime|Drama
2143,Legend (1985),Adventure|Fantasy|Romance
169994,Humdrum (1998),(no genres listed)
173601,The Fruit Is Ripe (1977),Comedy|Romance
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
103611,How to Live Forever (2009),Documentary
183811,Mrs. Harris (2006),Drama
206317,Chongqing Blues (2010),Drama
169566,Christopher Titus: Angry Pursuit of Happiness (2014),Comedy
171035,Role Play: Women on Fassbinder (1992),Documentary
8802,They Came to Cordura (1959),Western
130858,"Guru, The Mad Monk (1970)",Horror
186803,Baal (1970),Drama
194478,TED: The Future We Will Create (2007),Documentary
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller
190491,The Policeman's Wife (2013),Drama
200434,Sunshine Reggae auf Ibiza (1983),Comedy
200022,A Thief in the Night (1972),Drama|Fantasy|Horror
113924,Oklahoma Crude (1973),Comedy|Drama|Western
123002,One More Time (1970),Action|Comedy
111573,Moving Violation (1976),Comedy|Crime|Drama|Thriller
124145,Katt Williams: Kattpacalypse (2012),Comedy
85772,What No One Knows (Det som ingen ved) (2008),Drama|Thriller
127268,Project Wild Thing (2013),Adventure|Children|Documentary|Drama
125872,El asombroso mundo de Borjamari y Pocholo (2004),(no genres listed)
114638,"Abdication, The (1974)",Drama
191391,Peanut Butter Lips (2011),(no genres listed)
1774,Mass Transit (1998),Comedy|Drama
5935,Class of 1984 (1982),Action|Drama|Thriller
202725,"I Am an Ox, I Am a Horse, I Am a Man, I Am a Woman (1988)",Documentary
3973,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller
192161,He Was Cool (2004),Comedy|Romance
159109,Benedict Arnold: A Question of Honor (2003),(no genres listed)
152097,Hayride 2 (2015),Action|Horror|Thriller
151105,Au bonheur des dames (1930),Drama|Romance
113302,"Creeper, The (Rituals) (1977)",Adventure|Horror|Thriller
53464,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
132377,Outcast (2014),Action
109157,"Long Way Down, A (2014)",Comedy|Drama
200896,Son of Samson (1960),Action|Adventure|Drama|Romance
98189,"Moth Diaries, The (2011)",Thriller
2937,"Palm Beach Story, The (1942)",Comedy
103990,Troma's War (1988),Action|Adventure|Comedy
157110,00 Schneider - Jagd auf Nihil Baxter (1994),Comedy|Crime
103875,Iran Is Not the Problem (2008),Documentary
180581,4 Horror Tales - February 29 (2006),Horror
179453,Saturday Night Live: The Best of Will Ferrell - Volume 2 (2004),Comedy
115291,"Chaperone, The (2011)",Action|Comedy
127865,Gargoyle (2004),Action|Fantasy|Horror|Sci-Fi
145216,Arena (1953),Drama
164019,Fire at Sea (2016),Documentary
155042,Children of Beslan (2005),Documentary
197795,Daffy Dilly (1948),(no genres listed)
183503,I Am Here (2016),Animation
165067,Woman of Tokyo (1933),Drama
163757,Final Flesh (2009),Drama|Horror
132971,Magical Girl (2014),Drama
186291,Blow Job (1980),Drama|Horror|Mystery
184739,Knock (2017),Comedy
158854,Louis Theroux: Law and Disorder in Lagos (2010),(no genres listed)
140912,Submission (1976),Drama
171169,Flying Padre (1951),Documentary
163619,The Mini-Skirt Mob (1968),Action|Thriller
198813,Aynabaji (2016),Crime|Mystery|Thriller
207706,Little Miss Dolittle (2018),Children|Comedy|Crime|Fantasy
70637,I Can't Think Straight (2007),Drama|Romance
147811,Not Quite Paradise (1985),(no genres listed)
191237,All I Need (2016),Horror|Thriller
194418,Thou Shalt Not Kill... Except (1985),Action|Adventure|Crime|Horror|Thriller
45666,Nacho Libre (2006),Comedy
129274,Police Python 357 (1976),Thriller
96114,Brake (2012),Crime|Thriller
203204,Angel Dust (1994),Drama|Horror|Romance
178239,Lost Angels: Skid Row Is My Home (2012),Documentary
5670,Comedian (2002),Comedy|Documentary
8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama
83359,"Play House, The (1921)",Comedy
5929,"Party 2, The (Boum 2, La) (1982)",Comedy|Romance
134540,Tempest (1928),Drama|Romance
121947,The Doctor and the Girl (1949),Drama|Romance
203867,Carmine Street Guitars (2018),Documentary
201356,Crypto (2019),Crime|Drama|Thriller
57276,.45 (2006),Crime|Drama|Thriller
116871,Other Men's Women (1931),Drama|Romance
113354,Who the F**K Is Arthur Fogel (2013),Documentary
205387,Mountains of the Wolf (2003),Documentary
177131,Strawberries Need Rain (1970),Drama
92004,Chill Out! (Descongélate!) (2003),Comedy|Drama
193379,The Meeting Point (1989),Comedy|Drama|Fantasy
157409,Blotto (1930),Comedy
112452,Questioning Darwin (2014),Documentary
183667,Samurai Wolf II (1967),Action|Adventure|Drama
2906,Random Hearts (1999),Drama|Romance
171185,Poppy (1936),Comedy
180885,Satya (1998),Action|Crime|Drama|Thriller
122319,Ice Soldiers (2013),Action|Sci-Fi
7474,"Boys in the Band, The (1970)",Drama
124991,Romance (2008),Romance
70708,Tetro (2009),Drama|Mystery
184707,Battlecreek (2016),Drama
131248,Brother Bear 2 (2006),Adventure|Animation|Children|Comedy|Fantasy
174117,The Drawing Lesson (1903),(no genres listed)
205429,The Real Life of Johannes Pääsuke (2019),Adventure|Comedy|Documentary
78073,Lucky Night (1939),Drama|Romance
200114,The Footballest (2018),Comedy
117740,The Fake (2013),Animation|Drama|Thriller
176561,"Sister, Sister (1987)",Drama|Mystery|Romance|Thriller
3126,"End of the Affair, The (1955)",Drama
124933,Project: Shadowchaser (1992),Action|Sci-Fi|Thriller
195469,The Wandering Image (1920),(no genres listed)
139909,Russian Terminator (1989),Action
75423,"Devil's Eye, The (Djävulens öga) (1960)",Comedy|Drama|Fantasy
125964,Eat (2011),Drama
174239,Don't Let Me Drown (2009),Drama|Romance
112550,White God (Fehér isten) (2014),Drama
27136,"Godson, The (1998)",Comedy|Crime
3857,Bless the Child (2000),Thriller
1141,Last Call (Hoogste tijd) (1995),Drama
161088,Born to Ride (2011),Action|Thriller
9000,That's Entertainment! III (1994),Documentary
74452,"Wolfman, The (2010)",Horror|Thriller
145084,Colt 45 (2014),Action|Crime|Drama|Thriller
170725,Johanneksen leipäpuu (1994),(no genres listed)
170945,It Comes at Night (2017),Horror|Mystery|Thriller
158609,Summer in the Golden Valley (2003),Drama
176537,Herschell Gordon Lewis: The Godfather of Gore (2010),Documentary|Horror
197253,Diana and I (2017),Drama
199580,Maiden (2019),Documentary
113561,"Wild Party, The (1975)",Comedy|Drama
169944,School Dance (2014),Comedy
68205,Crank: High Voltage (2009),Action|Comedy|Crime
8928,"Fearless Vampire Killers, The (1967)",Comedy|Horror
4430,Popcorn (1991),Horror
134037,War-Time Romance (1983),(no genres listed)
146402,Pukar (2000),Action|Drama|Thriller
34045,"I Inside, The (2004)",Fantasy|Mystery|Sci-Fi
199802,"Yes, Virginia (2009)",Animation|Children
121783,The Depraved (2011),Horror|Thriller
201246,Abgeschnitten (2018),Action|Crime|Horror|Mystery|Thriller
90133,"Presence, The (2010)",Drama|Horror|Thriller
125650,Corruzione al palazzo di giustizia (1975),(no genres listed)
115991,"Kumiko, the Treasure Hunter (2014)",Comedy|Drama
180485,Date with a Kidnapper (1976),Crime|Drama|Romance
155545,Backtrack (2016),Mystery|Thriller
147714,The Venetian Affair (1967),Action|Thriller
78585,Dream (Bi-mong) (2008),Drama|Fantasy|Mystery|Romance
188781,FAQ: Frequently Asked Questions (2004),Drama|Sci-Fi
133297,Genius on Hold (2013),(no genres listed)
120436,Garbo Talks (1984),Comedy|Drama
140172,Curse of the Headless Horseman (1972),Horror
158451,I've Never Had an Hilda (2014),(no genres listed)
84283,Speed & Angels (2008),Documentary|Drama
207313,Knives Out (2019),Comedy|Crime|Drama|Mystery|Thriller
32124,God Is Brazilian (Deus É Brasileiro) (2003),Adventure|Comedy|Fantasy
163721,On Friday at Eleven (1961),Action|Crime|Mystery
199664,Wabbit Twouble (1941),Animation|Children|Comedy
205637,Low Heights (2002),Action|Adventure|Drama|Thriller
138812,Impasse (1969),Action|Adventure|Thriller
132824,Two Marines and a General (1966),Comedy
129360,Garage Sale Mystery (2013),Drama
198149,Wicked,Drama|Fantasy|Romance
150062,Gaston's War (1997),Drama|Romance|War
180545,Stone Years (1985),Drama
33085,"Amityville Horror, The (2005)",Horror|Thriller
40955,Breakfast on Pluto (2005),Comedy|Drama
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
148190,The Loves and Times of Scaramouche (1976),Comedy|Drama|Romance
138094,Children of the Grave (2007),Documentary
157385,Geezer (2016),Comedy|Drama
8625,"Same River Twice, The (2003)",Documentary
154556,Despiser (2003),(no genres listed)
142721,The Rite (1969),Drama
166832,Men In Exile (1937),(no genres listed)
83842,"Edge, The (Kray) (2010)",Adventure|Drama|Romance
137427,EM (2008),Drama|Romance
110346,Blood Ties (2013),Crime|Drama|Thriller
65935,"Visitor, The (Muukalainen) (2008)",Drama|Mystery
114838,"Initiation, The (1984)",Horror|Mystery|Thriller
8222,"Other, The (1972)",Drama|Horror|Mystery|Thriller
192013,Romina (2018),Horror|Thriller
191459,The Sisters Brothers (2018),Western
178911,A Dream Walking (1934),Animation|Comedy
185945,The Illusionists (2015),Documentary
139859,Ghost in the Shell Arise - Border 2: Ghost Whispers (2013),Action|Animation|Sci-Fi|Thriller
165597,Hayabusa: The Long Voyage Home (2012),Drama
3854,Aimée & Jaguar (1999),Drama|Romance|War
196357,The Song of Sway Lake (2017),Drama
100519,A.K.A. Don Bonus (1995),Documentary
121298,Over My Dead Body (1995),Comedy|Fantasy|Romance
157613,Citizen Tania (1989),Crime|Drama
134953,The Listening Project (2008),Documentary
93931,Lust for Gold (Duhul aurului) (1974),Drama
202103,I Am Mother (2019),Sci-Fi|Thriller
1014,Pollyanna (1960),Children|Comedy|Drama
32788,Loners (Samotári) (2000),Drama
188337,My Dad Baryshnikov (2011),Comedy|Drama
205423,Out of Time (2000),Drama|Fantasy
123393,Project Shadowchaser II (1994),Action|Sci-Fi
169810,Joe's Violin (2016),Documentary
2955,Penitentiary II (1982),Drama
158862,Louis Theroux's African Hunting Holiday (2008),(no genres listed)
78192,Firaaq (2008),Drama
200054,The Inventor: Out for Blood in Silicon Valley (2019),Documentary
163679,People of a Feather (2012),Documentary
187029,Inuyasha the Movie 4: Fire on the Mystic Island (2004),Action|Adventure|Animation|Sci-Fi
139245,Metamorphosis (1990),Horror|Sci-Fi
136920,Horsehead (2014),Fantasy|Horror
109425,Dug's Special Mission (2009),Animation|Children|Comedy
3374,Daughters of the Dust (1991),Drama
42018,Mrs. Henderson Presents (2005),Comedy|Drama
49961,Notes on a Scandal (2006),Drama
116590,Death In Love (2008),Drama|Romance|War
87279,Brotherhood  (2010),Crime|Drama|Thriller
176867,Raggedy Ann and Raggedy Andy in the Pumpkin Who Couldn't Smile (1979),Animation|Children
2066,Out of the Past (1947),Film-Noir
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
198531,The King and I (2018),Drama
167728,The Gaul (2001),Adventure|Drama
97615,16 to Life (2009),Comedy|Drama
150914,Goodbye Gemini (1970),Drama
117160,Tip Top (2013),Comedy|Thriller
197117,The Bill Murray Stories: Life Lessons Learned from a Mythical Man (2018),Documentary
77229,Hotel Reserve (1944),Thriller
125990,Apple Jack (2003),Comedy|Drama
199640,Rajamanikyam (2005),Action|Comedy
129767,The Police Serve the Citizens? (1973),Action|Crime
153418,Ricky Rapper and Cool Wendy (2012),Children|Comedy
70531,"Star Packer, The (1934)",Action|Romance|Western
163551,Cruel Will (2013),Horror|Thriller
198665,Christus (1916),Drama
25993,Magnificent Obsession (1954),Drama|Romance
195197,Singularity (2015),Action|Sci-Fi
161578,Poison Berry in my Brain (2015),Comedy|Romance
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
196237,Aziris Nuna (2006),Adventure|Children|Sci-Fi
126114,Rockabye (1986),Drama
3415,"Mirror, The (Zerkalo) (1975)",Drama
177539,Nick (2016),Drama|Thriller
105846,Only Daughter (2013),Drama
66335,Afro Samurai: Resurrection (2009),Animation
91957,Cat Run (2011),Action|Comedy
173621,The Voyeur (1994),Drama|Romance
80313,"Oh, Susanna! (1936)",Romance|Western
3065,Nothing to Lose (a.k.a. Ten Benny) (1996),Drama
122924,X-Men: Apocalypse (2016),Action|Adventure|Fantasy|Sci-Fi
204036,The Engagement Ring (1991),Comedy
158844,Louis Theroux: Transgender Kids (2015),Documentary
68411,Black Magic (1944),Comedy|Crime|Drama|Horror|Mystery|Thriller
112342,"Mother's Courage: Talking Back to Autism, A (2009)",Documentary
190667,Kuch Khatti Kuch Meethi (2001),Children|Drama
186889,The Nouba of the Women of Mount Chenoa (1978),Drama
184383,1987: When the Day Comes (2017),Drama|Thriller
8338,Black Narcissus (1947),Drama
199902,30 Miles from Nowhere (2018),Comedy|Horror
176885,The Hoboken Chicken Emergency (1984),Children|Fantasy
193407,Mr. Know-It-All (2018),Comedy
170457,Smoking Guns (2016),Comedy|Crime|Drama
121511,The Mafia Triangle (1981),Crime|Drama
78951,Cool Air (2006),Horror
203192,Comme un seul homme (2019),Documentary
190029,Beyond The Sky (2018),Horror|Mystery|Sci-Fi|Thriller
117174,Winter in the Blood (2013),Drama
203399,Adam Devine: Best Time of Our Lives (2019),Comedy
183421,Red Sparrow (2018),Thriller
132034,The Vals (1982),(no genres listed)
164711,Cloudy With a Chance of Love (2015),Romance
168918,Old Partner (2008),Children|Documentary|Drama
77835,Stage Door Canteen (1943),Comedy|Musical|Romance|War
153020,Waqt: The Race Against Time (2005),Drama
62803,Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972),Action
149124,A Town Without Christmas (2001),(no genres listed)
130296,A Fight For (2014),(no genres listed)
154630,Beast (2011),Drama|Thriller
157328,Kadhalum Kadanthu Pogum (2016),Comedy|Drama|Romance
89527,Higher and Higher (1943),Comedy|Musical|Romance
1994,Poltergeist (1982),Horror|Thriller
181209,Judah Friedlander: America Is the Greatest Country in the United States (2017),Comedy
